CustomerID,PredProb,SegmentName,Income,Recency,MntTotal,TotalPurchases,DealShare,NumWebVisitsMonth
926,0.474674507927532,Premium Loyalists,51563.0,60,1214,19,0.0526315789473684,8
947,0.472591314007397,Premium Loyalists,92955.0,35,1694,23,0.0434782608695652,2
503,0.4716792556993565,Premium Loyalists,80184.0,19,1902,20,0.05,3
1971,0.4685118395142725,Premium Loyalists,79205.0,73,851,16,0.0625,4
1967,0.46625672971615184,Premium Loyalists,91712.0,47,2169,27,0.0,3
1954,0.46482014134702326,Deal Driven Browsers,31385.0,56,18,4,0.25,8
2046,0.4645519116528068,Quiet Value Regulars,42000.0,23,618,20,0.1,5
1043,0.4645519116528068,Quiet Value Regulars,42000.0,23,618,20,0.1,5
1866,0.4599210487631424,Premium Loyalists,88420.0,87,1916,20,0.05,1
1856,0.45703584883484555,Deal Driven Browsers,30396.0,22,22,6,0.3333333333333333,7
1644,0.45688321344118565,Premium Loyalists,77766.0,97,1502,34,0.0588235294117647,6
1233,0.45688321344118565,Premium Loyalists,77766.0,97,1502,34,0.0588235294117647,6
710,0.45514617510870387,Premium Loyalists,89891.0,17,653,26,0.0384615384615384,4
1319,0.45470967428875353,Deal Driven Browsers,39660.0,36,263,14,0.2142857142857142,9
44,0.45415833463751537,Deal Driven Browsers,7500.0,24,72,10,0.3,9
50,0.4539292875871318,Premium Loyalists,82582.0,54,1376,21,0.0476190476190476,1
2076,0.4537189152486311,Quiet Value Regulars,72967.0,1,372,19,0.1052631578947368,5
